"1","37a","3","11",254
"1","139b","2","11",255
"1","56a","2","11",256
"1","56a","3","11",257
"1","93a","1","11",258
"1","27","1","11",259
"1","61b","1","11",260
"1","11","1","11",261
"1","57a","1","11",262
"1","45a","1","11",263
"1","113a","1","12",264
"1","113a","2","12",265
"1","114","2","12",266
"1","115","2","12",267
"1","127a","1","12",268
"1","127b","1","12",269
"1","128","1","12",270
"1","12a","1","12",271
"1","131a","1","12",272
"1","139c","1","12",273
"1","142","1","12",274
"1","18a","1","12",275
"1","19a","1","12",276
"1","19c","1","12",277
"1","20a","2","12",278
"1","59b","1","12",279
"1","79a","1","12",280
"1","79a","2","12",281
"1","92a","1","12",282
"1","94a","1","12",283
"1","94a","2","12",284
"1","9a","1","12",285
"1","60a","1","12",286
"1","75","1","12",287
"1","130a","2","12",288
"1","74b","1","12",289
"1","111","1","12",290
"1","25a","1","12",291
"1","149b","1","13",292
"1","179","1","13",293
"1","182","1","13",294
"1","183","1","13",295
"1","184","1","13",296
"1","185a","1","13",297
"1","185b","1","13",298
"1","187a","1","13",299
"1","187b","1","13",300
"1","188","1","13",301
"1","212a","2","13",302
"1","213b","2","13",303
"1","180","1","13",304
"1","181a","1","13",305
"1","181b","1","13",306
"1","186","1","13",307
"1","213c","1","13",308
"1","173a","1","13",309
"1","210a","1","13",310
"1","2a","1","13",311
"1","4a","1","13",312
"1","7a","1","13",313
"1","8a","2","13",314
"1","6a","1","13",315
"1","102","1","13",316
"1","103","1","13",317
"1","5b","1","13",318
"1","94a","3","6",319
"1","80e","1","6",320
"1","151b","1","6",321
"1","155c","1","6",322
"1","48b","1","6",323
"1","64a","3","6",324
"1","76a","1","6",325
"1","76b","1","6",326
"1","96b","2","6",327
"1","42a","2","6",328
"1","77","4","6",329
"1","20a","1","14",330
"1","20c","1","14",331
"1","161c","1","11",332
"1","115","1","5",333
"1","128","2","5",334
"1","107","2","15",335
"1","116b","1","15",336
"1","83b","1","15",337
"1","85a","1","15",338
"1","86","1","15",339
"1","129","2","15",340
"1","130a","1","6",341
"1","30c","1","11",342
"1","29a","2","11",343
"1","65","1","11",344
"1","141a","1","25",345
"1","10a","1","17",346
"1","10c","1","17",347
"1","110","1","17",348
"1","116a","1","17",349
"1","116c","2","17",350
"1","124a","1","17",351
"1","124c","1","17",352
"1","124d","1","17",353
"1","132b","1","17",354
"1","140d","1","17",355
"1","141a","3","17",356
"1","142","2","17",357
"1","168","1","17",358
"1","177a","1","17",359
"1","178","1","17",360
"1","190b","1","17",361
"1","191b","1","17",362
"1","192","1","17",363
"1","193","1","17",364
"1","194","1","17",365
"1","195","1","17",366
"1","199b","1","17",367
"1","201a","1","17",368
"1","201b","1","17",369
"1","206","1","17",370
"1","207a","1","17",371
"1","208b","2","17",372
"1","211","1","17",373
"1","214","1","17",374
"1","37b","1","17",375
"1","87b","1","17",376
"1","89d","1","17",377
"1","160a","1","17",378
"1","199a","1","17",379
"1","10d","1","17",380
"1","62b","1","17",381
"1","198a","1","17",382
"1","189a","1","17",383
"1","108a","1","17",384
"1","108b","1","17",385
"1","95a","1","17",386
"1","158","1","17",387
"1","15a","2","17",388
"1","15c","1","17",389
"1","90b","1","17",390
"1","95a","4","17",391
"1","106b","1","17",392
"1","108c","1","17",393
"1","123c","1","17",394
"1","16","3","20",395
"1","33a","1","20",396
"1","33a","2","20",397
"1","33b","1","20",398
"1","50a","1","20",399
"1","53a","1","21",400
"1","53a","2","21",401
"1","133","1","21",402
"1","117","1","21",403
"1","205a","1","21",404
"1","171","1","21",405
"1","159b","1","21",406
"1","172b","1","21",407
"1","41","1","20",408
"1","50c","1","20",409
"1","10b","1","20",410
"1","22a","1","20",411
"1","156a","2","20",412
"1","30b","1","20",413
"1","134","1","22",414
"1","135a","1","22",415
"1","150a","1","22",416
"1","204a","1","22",417
"1","202","1","22",418
"1","151a","3","5",419
"1","163b","1","5",420
"1","172a","1","5",421
"1","173b","1","5",422
"1","161a","3","5",423
"1","162b","1","5",424
"1","163c","1","5",425
"1","212a","1","5",426
"1","191a","1","5",427
"1","201c","1","5",428
"1","208b","1","5",429
"1","209b","1","5",430
"1","189b","1","5",431
"1","105a","1","5",432
"1","106a","1","5",433
"1","125a","1","5",434
"1","196b","1","5",435
"1","163a","1","5",436
"1","213b","1","5",437
"1","140a","2","23",438
"1","114","3","23",439
"1","142","3","5",440
"1","37a","2","5",441
"1","139b","1","5",442
"1","100","3","5",443
"1","89c","1","2",444
"1","5a","1","2",445
"1","176a","3","16",446
